id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
1659,Public,2023-07-11 07:00:00+07:00,221.271,577.008,599.37,607.734,573.6,836.985,474.972,627.202,221.942,117.012,311.907,97.9,2.103,0.026,0.011,0.009,0.023,0.015,0.01,0.008,0.007,0.011,1.424,65.04
1660,Public,2023-08-31 19:00:00+07:00,0.057,0.021,0.029,0.035,0.032,0.032,0.021,0.024,0.018,0.021,0.113,15.672,121.048,415.391,635.399,859.492,924.116,963.108,666.01,361.828,560.427,264.282,105.468,11.587
1661,Public,2023-08-21 16:00:00+07:00,137.772,75.241,12.991,0.036,0.03,0.028,0.013,0.008,0.01,0.007,0.01,0.01,0.009,0.028,14.466,65.492,229.074,449.229,292.696,476.226,737.992,628.052,483.493,579.542
1662,Public,2023-12-25 10:00:00+07:00,504.431,584.358,612.96,519.341,376.051,254.346,111.889,23.882,0.218,0.015,0.009,0.01,0.008,0.002,0.002,0.001,0.002,0.003,0.001,0.001,1.158,47.931,191.71,360.251
1663,Public,2023-07-23 03:00:00+07:00,0.029,0.026,1.001,68.472,220.51,137.435,369.874,914.639,911.263,957.105,886.651,838.761,636.339,483.455,186.655,23.236,0.373,0.028,0.027,0.038,0.04,0.03,0.026,0.029
1664,Public,2023-07-14 00:00:00+07:00,0.036,0.036,0.032,0.027,0.029,0.912,76.18,172.219,304.374,678.473,934.454,699.16,921.844,738.441,284.107,299.694,364.031,140.227,41.492,0.562,0.03,0.043,0.042,0.043
1665,Public,2023-07-28 15:00:00+07:00,544.581,353.549,147.069,50.361,0.347,0.047,0.041,0.038,0.018,0.02,0.031,0.031,0.036,0.034,0.116,18.724,87.426,213.112,436.135,391.296,451.265,490.498,420.375,613.683
1666,Public,2023-08-30 22:00:00+07:00,0.037,0.027,0.025,0.027,0.032,0.028,0.023,0.101,35.905,143.558,250.167,540.545,748.958,704.927,909.105,797.268,680.315,567.937,247.29,91.49,10.459,0.057,0.021,0.029
1667,Public,2023-06-22 19:00:00+07:00,1.642,0.043,0.035,0.036,0.032,0.037,0.039,0.034,0.034,0.031,1.665,52.107,139.197,192.494,460.01,603.035,666.618,541.603,561.169,416.243,440.701,281.811,237.527,55.216
1668,Public,2023-05-02 07:00:00+07:00,218.291,483.95,671.441,845.306,921.075,939.086,894.374,588.319,398.084,193.16,80.628,16.018,0.019,0.029,0.006,0.005,0.006,0.008,0.007,0.002,0.004,0.004,0.68,46.023
1669,Public,2023-06-28 00:00:00+07:00,0.025,0.022,0.022,0.019,0.021,0.643,25.94,76.297,243.776,504.216,520.267,734.025,652.868,618.236,280.993,296.296,268.649,221.102,44.777,0.866,0.04,0.044,0.045,0.042
1670,Public,2023-11-12 05:00:00+07:00,0.02,8.65,110.288,303.156,524.635,343.5,699.462,660.846,628.974,378.041,312.427,84.595,10.581,0.048,0.031,0.032,0.035,0.034,0.029,0.027,0.02,0.02,0.016,0.016
1671,Public,2023-07-10 11:00:00+07:00,576.108,993.934,280.216,586.361,657.885,331.392,72.851,16.832,0.06,0.006,0.007,0.007,0.006,0.007,0.008,0.007,0.008,0.011,1.415,50.858,221.271,577.008,599.37,607.734
1672,Public,2023-10-03 08:00:00+07:00,437.99,624.632,773.914,843.07,838.237,777.849,591.476,339.601,217.894,34.37,1.756,0.052,0.048,0.039,0.04,0.043,0.039,0.037,0.032,0.021,0.024,0.036,28.786,206.123
1673,Public,2023-12-25 17:00:00+07:00,23.882,0.218,0.015,0.009,0.01,0.008,0.002,0.002,0.001,0.002,0.003,0.001,0.001,1.158,47.931,191.71,360.251,498.326,578.212,592.583,544.395,434.61,275.071,109.172
1674,Public,2023-09-23 09:00:00+07:00,640.013,744.12,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029,0.025,0.029,0.026,0.045,38.442,231.271,457.697
1675,Public,2023-11-29 19:00:00+07:00,0.023,0.02,0.016,0.014,0.013,0.013,0.012,0.016,0.013,0.016,0.014,3.187,88.476,230.626,374.271,493.005,470.066,599.03,519.756,374.375,185.385,81.056,19.216,0.039
1676,Public,2023-12-18 17:00:00+07:00,20.046,0.128,0.019,0.018,0.014,0.012,0.014,0.021,0.007,0.007,0.007,0.003,0.002,1.76,53.486,198.416,370.835,506.74,597.414,505.368,503.909,429.414,262.226,105.272
1677,Public,2023-06-28 03:00:00+07:00,0.019,0.021,0.643,25.94,76.297,243.776,504.216,520.267,734.025,652.868,618.236,280.993,296.296,268.649,221.102,44.777,0.866,0.04,0.044,0.045,0.042,0.04,0.041,0.044
1678,Public,2023-05-01 18:00:00+07:00,23.538,0.041,0.033,0.026,0.012,0.006,0.006,0.005,0.005,0.008,0.011,0.831,35.29,218.291,483.95,671.441,845.306,921.075,939.086,894.374,588.319,398.084,193.16,80.628
1679,Public,2023-06-09 01:00:00+07:00,0.028,0.031,0.03,0.035,1.209,37.236,229.796,477.847,511.285,509.956,730.803,642.381,601.45,502.205,407.298,307.876,188.491,74.356,0.894,0.043,0.045,0.042,0.038,0.035
1680,Public,2023-10-09 09:00:00+07:00,209.854,193.984,131.977,236.856,195.56,291.706,231.841,120.041,42.896,0.458,0.012,0.011,0.015,0.022,0.015,0.008,0.009,0.017,0.009,0.013,0.014,10.632,30.903,74.659
1681,Public,2023-08-10 04:00:00+07:00,0.022,0.111,36.639,149.959,223.379,519.161,595.008,574.526,494.398,482.555,393.411,187.708,93.435,98.679,26.103,0.107,0.01,0.012,0.013,0.012,0.009,0.01,0.01,0.013
1682,Public,2023-05-04 11:00:00+07:00,916.868,919.268,830.891,449.872,75.967,115.079,119.341,38.487,0.043,0.018,0.012,0.009,0.018,0.013,0.015,0.016,0.01,0.008,0.903,60.837,247.202,461.511,664.672,806.068
1683,Public,2023-06-19 03:00:00+07:00,0.036,0.038,1.791,63.334,243.06,544.229,753.467,848.757,458.089,239.292,387.396,714.549,679.801,395.304,113.861,28.426,0.241,0.028,0.028,0.024,0.026,0.02,0.019,0.017
1684,Public,2023-12-29 12:00:00+07:00,592.55,537.092,426.022,282.523,115.712,22.907,0.228,0.018,0.016,0.011,0.011,0.012,0.01,0.005,0.005,0.007,0.002,0.001,0.58,44.211,188.254,361.442,501.591,583.921
1685,Public,2023-08-15 14:00:00+07:00,594.086,590.286,255.981,99.095,13.108,0.078,0.042,0.03,0.011,0.011,0.006,0.009,0.011,0.01,0.007,0.098,31.811,173.307,317.844,567.508,471.114,387.506,724.717,507.186
1686,Public,2023-09-21 17:00:00+07:00,73.942,6.087,0.05,0.047,0.044,0.038,0.036,0.033,0.031,0.031,0.028,0.027,0.043,32.418,200.97,428.017,412.296,775.325,881.374,839.277,706.211,419.08,531.569,257.146
1687,Public,2023-07-26 01:00:00+07:00,0.02,0.009,0.006,0.007,0.254,26.114,141.879,389.796,489.549,745.634,940.727,932.364,155.11,363.377,424.763,325.014,172.177,34.839,0.482,0.021,0.015,0.017,0.017,0.027
1688,Public,2023-07-01 17:00:00+07:00,165.372,20.977,0.397,0.017,0.017,0.015,0.016,0.009,0.011,0.01,0.008,0.005,0.107,7.861,46.227,207.276,498.981,721.265,696.982,976.081,627.355,304.975,513.581,401.571
1689,Public,2023-10-26 03:00:00+07:00,0.015,0.015,0.019,9.245,138.805,338.843,515.327,665.669,657.848,579.989,483.737,315.058,184.198,62.678,11.662,0.069,0.042,0.036,0.027,0.026,0.028,0.02,0.022,0.021
1690,Public,2023-11-25 15:00:00+07:00,256.849,114.514,16.236,0.052,0.029,0.028,0.018,0.009,0.004,0.006,0.004,0.004,0.006,0.002,0.004,6.547,94.626,254.895,424.919,552.156,596.682,635.737,514.952,430.339
1691,Public,2023-06-12 02:00:00+07:00,0.022,0.024,0.024,1.324,93.178,308.034,497.149,513.458,721.71,896.517,927.603,817.439,583.047,294.789,144.876,91.175,27.177,0.715,0.042,0.044,0.038,0.035,0.038,0.032
1692,Public,2023-11-12 00:00:00+07:00,0.027,0.024,0.029,0.02,0.017,0.02,8.65,110.288,303.156,524.635,343.5,699.462,660.846,628.974,378.041,312.427,84.595,10.581,0.048,0.031,0.032,0.035,0.034,0.029
1693,Public,2023-12-15 17:00:00+07:00,19.492,0.109,0.016,0.02,0.018,0.013,0.009,0.011,0.011,0.005,0.006,0.002,0.003,2.189,56.793,211.792,384.883,520.715,597.191,608.817,524.105,427.514,268.579,99.687
1694,Public,2023-09-23 11:00:00+07:00,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029,0.025,0.029,0.026,0.045,38.442,231.271,457.697,654.738,791.311
1695,Public,2023-04-05 06:00:00+07:00,13.903,93.581,234.663,384.965,552.435,693.778,752.661,707.82,571.016,388.138,206.138,76.498,9.547,0.04,0.034,0.036,0.036,0.027,0.024,0.018,0.02,0.019,0.011,0.021
1696,Public,2023-10-02 06:00:00+07:00,34.358,220.085,464.255,578.845,447.15,643.93,691.001,392.103,377.168,317.511,155.253,67.996,1.518,0.045,0.045,0.033,0.026,0.027,0.026,0.029,0.037,0.039,0.036,0.032
1697,Public,2023-12-12 11:00:00+07:00,578.787,536.271,352.817,399.346,208.253,61.391,18.369,0.065,0.014,0.016,0.016,0.01,0.006,0.006,0.002,0.002,0.002,0.002,0.002,1.971,57.02,202.152,363.146,488.155
1698,Public,2023-07-31 02:00:00+07:00,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383,246.508,134.402,137.493,125.872,63.856,12.591,0.095,0.027,0.023,0.014,0.022,0.02,0.013
1699,Public,2023-07-01 14:00:00+07:00,900.022,514.379,200.529,165.372,20.977,0.397,0.017,0.017,0.015,0.016,0.009,0.011,0.01,0.008,0.005,0.107,7.861,46.227,207.276,498.981,721.265,696.982,976.081,627.355
1700,Public,2023-11-09 04:00:00+07:00,0.007,0.007,9.765,117.333,296.961,467.461,554.414,689.934,690.837,552.561,400.561,311.46,104.833,21.595,0.067,0.021,0.019,0.019,0.02,0.014,0.011,0.012,0.008,0.009
1701,Public,2023-10-16 16:00:00+07:00,232.333,38.718,0.285,0.02,0.014,0.012,0.016,0.012,0.014,0.012,0.017,0.012,0.015,0.015,4.592,50.979,161.203,307.982,570.224,714.643,684.781,587.197,446.63,387.237
1702,Public,2023-11-17 01:00:00+07:00,0.028,0.036,0.031,0.026,0.031,3.786,34.839,100.545,195.559,210.349,289.737,546.905,305.433,286.912,106.112,80.846,27.737,0.033,0.026,0.024,0.024,0.017,0.024,0.03
1703,Public,2023-05-13 14:00:00+07:00,834.479,653.12,418.299,205.038,28.155,0.039,0.02,0.018,0.007,0.007,0.01,0.01,0.016,0.02,0.022,1.173,83.192,233.933,542.948,635.461,720.609,338.629,540.565,693.861
1704,Public,2023-05-07 21:00:00+07:00,0.015,0.017,0.013,0.009,0.009,0.007,0.009,0.009,0.534,43.863,172.602,381.704,568.491,706.441,749.748,790.933,692.749,639.509,384.391,232.091,73.016,9.975,0.044,0.03
1705,Public,2023-12-11 11:00:00+07:00,604.714,612.865,554.475,429.608,261.801,97.611,17.068,0.088,0.021,0.024,0.02,0.017,0.013,0.018,0.014,0.012,0.006,0.003,0.004,2.426,60.9,212.884,376.742,508.117
1706,Public,2023-12-26 01:00:00+07:00,0.001,0.002,0.003,0.001,0.001,1.158,47.931,191.71,360.251,498.326,578.212,592.583,544.395,434.61,275.071,109.172,21.179,0.241,0.011,0.006,0.013,0.009,0.004,0.004
1707,Public,2023-07-30 13:00:00+07:00,983.666,659.876,382.039,238.37,114.254,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383
1708,Public,2023-05-20 01:00:00+07:00,0.013,0.015,0.013,0.012,2.003,77.613,280.636,509.205,703.867,849.71,926.687,941.262,829.359,685.07,543.543,377.568,172.94,33.964,0.183,0.042,0.037,0.037,0.031,0.022
1709,Public,2023-06-04 06:00:00+07:00,111.947,333.436,551.781,746.555,883.946,956.554,890.03,890.647,611.997,665.033,361.031,195.447,31.772,0.2,0.033,0.012,0.011,0.013,0.014,0.018,0.014,0.012,0.009,2.184
1710,Public,2023-09-20 00:00:00+07:00,0.032,0.027,0.023,0.023,0.031,0.044,16.204,184.757,433.918,618.755,715.751,585.585,549.803,658.425,542.532,564.563,77.611,16.133,4.848,0.015,0.016,0.025,0.027,0.029
1711,Public,2023-04-18 07:00:00+07:00,248.311,445.009,625.597,757.06,805.088,769.36,676.72,492.504,272.518,140.31,28.987,0.159,0.057,0.049,0.043,0.037,0.036,0.041,0.04,0.039,0.035,0.035,12.935,96.034
1712,Public,2023-07-29 01:00:00+07:00,0.031,0.031,0.036,0.034,0.116,18.724,87.426,213.112,436.135,391.296,451.265,490.498,420.375,613.683,294.3,294.573,118.763,20.302,0.212,0.037,0.015,0.012,0.017,0.02
1713,Public,2023-07-13 15:00:00+07:00,358.615,524.76,198.544,52.203,0.482,0.041,0.041,0.036,0.043,0.036,0.036,0.032,0.027,0.029,0.912,76.18,172.219,304.374,678.473,934.454,699.16,921.844,738.441,284.107
1714,Public,2023-10-14 20:00:00+07:00,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018,0.023,27.471,111.609,299.56,568.096,547.378,766.279,818.256,702.589,611.354,359.437,142.347,31.974,0.63,0.04
1715,Public,2023-11-16 11:00:00+07:00,601.179,583.135,482.435,265.76,108.743,87.22,10.843,0.036,0.019,0.021,0.028,0.026,0.029,0.03,0.028,0.036,0.031,0.026,0.031,3.786,34.839,100.545,195.559,210.349
1716,Public,2023-07-09 13:00:00+07:00,755.563,308.449,261.238,253.509,152.351,45.093,0.201,0.033,0.029,0.03,0.025,0.022,0.023,0.025,0.025,0.026,0.751,25.828,166.419,412.953,383.874,576.994,576.108,993.934
1717,Public,2023-12-09 08:00:00+07:00,102.524,212.648,370.429,503.348,519.481,435.788,209.202,147.295,70.628,14.249,0.066,0.036,0.03,0.027,0.015,0.014,0.007,0.007,0.008,0.006,0.009,0.008,2.741,60.994
1718,Public,2023-08-30 05:00:00+07:00,0.064,38.84,151.174,233.308,271.159,362.707,229.775,381.776,567.789,690.668,235.132,70.69,41.689,8.988,0.032,0.035,0.043,0.037,0.027,0.025,0.027,0.032,0.028,0.023
1719,Public,2023-05-19 22:00:00+07:00,0.018,0.014,0.012,0.013,0.015,0.013,0.012,2.003,77.613,280.636,509.205,703.867,849.71,926.687,941.262,829.359,685.07,543.543,377.568,172.94,33.964,0.183,0.042,0.037
1720,Public,2023-10-05 22:00:00+07:00,0.028,0.018,0.016,0.014,0.014,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777,85.115,1.022,0.035,0.033,0.036
1721,Public,2023-10-12 23:00:00+07:00,0.033,0.033,0.014,0.013,0.012,0.015,0.016,16.118,94.529,194.143,497.268,616.528,826.644,423.799,359.633,459.729,296.661,185.841,52.117,0.433,0.043,0.045,0.038,0.015
1722,Public,2023-07-11 01:00:00+07:00,0.008,0.007,0.008,0.011,1.415,50.858,221.271,577.008,599.37,607.734,573.6,836.985,474.972,627.202,221.942,117.012,311.907,97.9,2.103,0.026,0.011,0.009,0.023,0.015
1723,Public,2023-06-29 01:00:00+07:00,0.041,0.044,0.031,0.014,0.397,32.557,111.375,255.051,421.043,952.482,924.358,890.165,794.032,510.199,361.926,252.578,128.637,67.657,1.174,0.028,0.028,0.027,0.025,0.024
1724,Public,2023-05-19 23:00:00+07:00,0.014,0.012,0.013,0.015,0.013,0.012,2.003,77.613,280.636,509.205,703.867,849.71,926.687,941.262,829.359,685.07,543.543,377.568,172.94,33.964,0.183,0.042,0.037,0.037
1725,Public,2023-11-04 05:00:00+07:00,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03,0.024,0.024,0.016,0.019,0.013,0.011,0.008
1726,Public,2023-05-05 16:00:00+07:00,320.625,131.527,23.199,0.047,0.011,0.028,0.026,0.021,0.024,0.02,0.018,0.015,0.01,0.948,54.911,234.883,452.61,656.411,798.381,880.028,901.382,811.905,681.443,531.047
1727,Public,2023-05-17 00:00:00+07:00,0.013,0.011,0.012,0.009,0.009,1.875,82.121,288.134,513.127,704.413,841.665,919.755,846.292,864.565,751.819,581.657,374.851,167.314,30.421,0.112,0.019,0.016,0.012,0.017
1728,Public,2023-12-05 14:00:00+07:00,412.687,261.768,88.97,16.369,0.045,0.029,0.03,0.026,0.023,0.018,0.011,0.008,0.008,0.004,0.006,0.005,3.502,67.3,227.172,395.577,526.183,598.254,612.302,526.283
1729,Public,2023-05-15 20:00:00+07:00,0.023,0.018,0.026,0.022,0.018,0.011,0.009,0.009,0.015,1.442,69.799,292.52,523.733,684.842,835.554,797.693,775.788,644.31,94.598,460.534,361.152,172.731,30.601,0.169
1730,Public,2023-11-24 08:00:00+07:00,265.341,440.013,570.731,649.859,660.68,641.098,443.17,306.607,76.478,14.671,0.061,0.036,0.026,0.023,0.01,0.009,0.009,0.007,0.013,0.021,0.022,0.015,3.555,83.144
1731,Public,2023-11-05 01:00:00+07:00,0.019,0.013,0.011,0.008,0.011,13.151,137.201,324.979,510.607,558.943,712.982,688.381,530.386,367.444,169.239,142.495,15.324,0.084,0.038,0.042,0.034,0.03,0.027,0.028
1732,Public,2023-05-04 16:00:00+07:00,115.079,119.341,38.487,0.043,0.018,0.012,0.009,0.018,0.013,0.015,0.016,0.01,0.008,0.903,60.837,247.202,461.511,664.672,806.068,883.406,896.789,830.698,428.537,197.487
1733,Public,2023-08-04 17:00:00+07:00,125.785,13.022,0.141,0.034,0.037,0.029,0.028,0.029,0.029,0.035,0.031,0.031,0.102,12.106,60.783,143.335,293.224,464.097,266.887,310.928,247.342,378.237,270.796,163.267
1734,Public,2023-06-26 19:00:00+07:00,0.209,0.027,0.028,0.014,0.01,0.013,0.013,0.014,0.016,0.019,1.035,31.621,137.007,426.451,682.892,843.562,907.833,920.436,890.593,847.316,749.039,544.537,232.875,46.839
1735,Public,2023-09-02 15:00:00+07:00,412.7,395.947,131.595,15.802,0.029,0.033,0.039,0.045,0.04,0.046,0.041,0.047,0.036,0.038,0.101,43.564,244.794,477.884,701.289,824.237,906.486,923.046,865.081,734.361
1736,Public,2023-11-30 14:00:00+07:00,374.375,185.385,81.056,19.216,0.039,0.026,0.023,0.024,0.024,0.022,0.017,0.019,0.017,0.017,0.016,0.015,2.76,48.65,175.169,373.396,451.927,518.281,623.8,587.009
1737,Public,2023-05-22 23:00:00+07:00,0.032,0.026,0.023,0.023,0.016,0.02,1.243,75.695,188.443,358.006,636.36,821.81,898.885,912.418,804.649,617.07,104.273,197.779,70.162,21.777,0.073,0.016,0.003,0.004
1738,Public,2023-07-25 07:00:00+07:00,260.874,417.545,545.86,888.765,836.994,851.029,556.862,490.531,394.932,252.473,220.464,44.214,0.623,0.038,0.032,0.03,0.037,0.039,0.02,0.009,0.006,0.007,0.254,26.114
1739,Public,2023-07-20 08:00:00+07:00,300.703,370.262,449.7,536.54,817.327,856.615,607.698,632.37,369.745,226.722,33.937,0.291,0.021,0.01,0.008,0.009,0.008,0.01,0.019,0.021,0.017,0.448,33.887,183.978
1740,Public,2023-04-20 18:00:00+07:00,22.97,0.025,0.018,0.017,0.021,0.015,0.01,0.008,0.007,0.011,0.005,0.165,27.265,141.933,316.027,514.892,683.184,782.769,810.35,777.082,520.661,247.721,94.722,71.377
1741,Public,2023-08-30 20:00:00+07:00,0.035,0.043,0.037,0.027,0.025,0.027,0.032,0.028,0.023,0.101,35.905,143.558,250.167,540.545,748.958,704.927,909.105,797.268,680.315,567.937,247.29,91.49,10.459,0.057
1742,Public,2023-05-07 05:00:00+07:00,1.05,61.03,247.393,465.536,653.802,793.309,886.287,890.141,847.216,691.466,542.957,326.813,102.217,21.339,0.047,0.02,0.015,0.017,0.013,0.009,0.009,0.007,0.009,0.009
1743,Public,2023-12-16 09:00:00+07:00,384.883,520.715,597.191,608.817,524.105,427.514,268.579,99.687,17.858,0.116,0.023,0.016,0.013,0.013,0.008,0.004,0.002,0.003,0.002,0.003,0.003,1.736,66.103,210.994
1744,Public,2023-08-26 05:00:00+07:00,0.053,27.122,126.667,421.463,575.631,296.369,386.222,327.948,441.985,310.433,382.537,235.626,65.132,9.507,0.048,0.037,0.042,0.04,0.03,0.033,0.027,0.028,0.025,0.026
1745,Public,2023-06-29 08:00:00+07:00,255.051,421.043,952.482,924.358,890.165,794.032,510.199,361.926,252.578,128.637,67.657,1.174,0.028,0.028,0.027,0.025,0.024,0.021,0.025,0.023,0.021,0.544,29.404,130.003
1746,Public,2023-04-06 21:00:00+07:00,0.016,0.012,0.019,0.021,0.022,0.018,0.022,0.016,0.024,11.458,76.095,185.99,315.165,429.841,525.379,551.851,522.236,483.796,363.517,208.822,67.659,12.054,0.043,0.037
1747,Public,2023-08-06 06:00:00+07:00,17.897,94.701,157.212,269.907,418.879,368.341,429.343,447.775,273.617,169.138,92.882,65.739,14.101,0.048,0.021,0.013,0.01,0.014,0.014,0.009,0.007,0.006,0.006,0.026
1748,Public,2023-07-28 20:00:00+07:00,0.047,0.041,0.038,0.018,0.02,0.031,0.031,0.036,0.034,0.116,18.724,87.426,213.112,436.135,391.296,451.265,490.498,420.375,613.683,294.3,294.573,118.763,20.302,0.212
1749,Public,2023-05-14 19:00:00+07:00,0.037,0.016,0.016,0.016,0.024,0.036,0.04,0.039,0.023,0.021,0.694,36.241,104.078,143.402,355.981,406.725,436.322,217.638,231.441,202.592,141.82,137.844,56.366,10.456
1750,Public,2023-10-22 06:00:00+07:00,9.544,93.244,176.974,400.496,654.538,647.778,693.736,703.524,420.635,276.446,61.79,57.261,0.134,0.007,0.012,0.017,0.016,0.019,0.019,0.017,0.018,0.018,0.017,0.005
1751,Public,2023-06-03 11:00:00+07:00,981.672,980.864,590.646,844.659,606.396,286.367,78.059,38.555,0.223,0.012,0.013,0.026,0.032,0.028,0.027,0.018,0.015,0.014,2.816,111.947,333.436,551.781,746.555,883.946
1752,Public,2023-10-10 23:00:00+07:00,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246,445.483,531.121,608.182,239.562,199.674,54.29,0.559,0.016,0.017,0.015,0.013
1753,Public,2023-08-31 17:00:00+07:00,91.49,10.459,0.057,0.021,0.029,0.035,0.032,0.032,0.021,0.024,0.018,0.021,0.113,15.672,121.048,415.391,635.399,859.492,924.116,963.108,666.01,361.828,560.427,264.282
1754,Public,2023-09-21 07:00:00+07:00,133.207,262.76,550.392,829.144,877.552,935.832,904.867,688.327,459.498,230.751,73.942,6.087,0.05,0.047,0.044,0.038,0.036,0.033,0.031,0.031,0.028,0.027,0.043,32.418
1755,Public,2023-10-01 02:00:00+07:00,0.019,0.023,0.022,0.012,17.12,121.964,441.463,519.778,560.838,607.966,886.817,916.322,573.382,381.021,132.001,68.911,7.474,0.015,0.024,0.028,0.02,0.014,0.014,0.03
1756,Public,2023-06-18 07:00:00+07:00,198.511,338.768,629.197,724.202,914.164,854.826,734.844,832.428,717.27,520.857,271.428,58.962,0.637,0.033,0.055,0.051,0.043,0.041,0.039,0.034,0.036,0.038,1.791,63.334
1757,Public,2023-04-20 05:00:00+07:00,12.448,98.339,262.841,428.451,603.486,710.496,756.069,741.267,701.563,607.149,385.553,32.063,110.554,22.97,0.025,0.018,0.017,0.021,0.015,0.01,0.008,0.007,0.011,0.005
1758,Public,2023-09-09 21:00:00+07:00,0.039,0.024,0.026,0.027,0.024,0.025,0.024,0.018,0.027,17.685,84.426,149.23,210.537,277.975,678.418,461.69,487.563,329.555,130.072,185.067,81.409,9.075,0.028,0.012
1759,Public,2023-06-30 05:00:00+07:00,0.544,29.404,130.003,354.611,441.475,699.848,714.132,933.281,663.651,405.093,180.663,63.483,68.756,31.438,0.316,0.012,0.018,0.024,0.021,0.021,0.015,0.013,0.01,0.01
1760,Public,2023-07-28 07:00:00+07:00,91.107,212.335,358.533,481.489,771.079,622.902,639.835,603.361,544.581,353.549,147.069,50.361,0.347,0.047,0.041,0.038,0.018,0.02,0.031,0.031,0.036,0.034,0.116,18.724
1761,Public,2023-05-14 15:00:00+07:00,417.893,191.021,134.091,28.708,0.037,0.016,0.016,0.016,0.024,0.036,0.04,0.039,0.023,0.021,0.694,36.241,104.078,143.402,355.981,406.725,436.322,217.638,231.441,202.592
1762,Public,2023-06-19 04:00:00+07:00,0.038,1.791,63.334,243.06,544.229,753.467,848.757,458.089,239.292,387.396,714.549,679.801,395.304,113.861,28.426,0.241,0.028,0.028,0.024,0.026,0.02,0.019,0.017,0.012
1763,Public,2023-10-27 18:00:00+07:00,0.054,0.024,0.028,0.016,0.014,0.009,0.009,0.006,0.006,0.006,0.005,0.006,2.429,26.58,90.03,284.691,584.341,772.931,714.658,538.034,493.419,350.043,140.607,20.863
1764,Public,2023-08-11 22:00:00+07:00,0.02,0.021,0.011,0.014,0.014,0.011,0.009,0.087,31.212,187.543,414.103,548.786,818.369,458.224,602.903,276.209,339.464,574.14,324.869,110.698,10.208,0.077,0.035,0.039
1765,Public,2023-09-12 04:00:00+07:00,0.023,0.04,37.62,100.004,256.378,318.434,446.601,319.709,439.071,314.232,306.203,314.506,114.973,62.416,5.373,0.027,0.014,0.02,0.025,0.022,0.025,0.026,0.028,0.028
1766,Public,2023-12-05 05:00:00+07:00,0.004,4.233,71.624,230.348,404.54,500.419,591.818,593.937,547.138,412.687,261.768,88.97,16.369,0.045,0.029,0.03,0.026,0.023,0.018,0.011,0.008,0.008,0.004,0.006
