,Usage,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
445,Public,17293.883,22547.761,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678
446,Public,22547.761,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599
447,Public,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362
448,Public,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616
449,Public,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456
450,Public,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737
451,Public,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455
452,Public,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006
453,Public,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887
454,Public,2419.166,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409
455,Public,2446.605,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927
456,Public,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57
457,Public,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518
458,Public,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41
459,Public,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307
460,Public,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368
461,Public,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651
462,Public,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468
463,Public,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003
464,Public,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636
465,Public,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678
466,Public,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783
467,Public,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102
468,Public,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589
469,Public,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166
470,Public,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798
471,Public,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38
472,Public,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766
473,Public,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414
474,Public,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337
475,Public,2773.006,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939
476,Public,2855.887,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316
477,Public,3052.409,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141
478,Public,2887.927,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795
479,Public,2541.57,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066
480,Public,2387.518,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367
481,Public,2361.41,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637
482,Public,2244.307,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979
483,Public,2195.368,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116
484,Public,2339.651,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773
485,Public,2181.468,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748
486,Public,2496.003,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326
487,Public,2134.636,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171
488,Public,3399.678,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053
489,Public,6529.783,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085
490,Public,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059
491,Public,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771
492,Public,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028
493,Public,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278
494,Public,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71
495,Public,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297
496,Public,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634
497,Public,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547
498,Public,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072
499,Public,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964
500,Public,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618
501,Public,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832
502,Public,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925
503,Public,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183
504,Public,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225
505,Public,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123
506,Public,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859
507,Public,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066
508,Public,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976
509,Public,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888
510,Public,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303
511,Public,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23
512,Public,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795
513,Public,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739
514,Public,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127
515,Public,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45
516,Public,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042
517,Public,18498.71,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783
518,Public,19124.297,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169
519,Public,20986.634,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216
520,Public,12891.547,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245
521,Public,3196.072,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509
522,Public,2875.964,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536
523,Public,2957.618,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103
524,Public,3169.832,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836
525,Public,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836,2719.824
526,Public,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836,2719.824,2845.385
527,Public,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836,2719.824,2845.385,2896.6
528,Public,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836,2719.824,2845.385,2896.6,2709.991
